id,address,label,input_confidence
dc_395,"321 FLORIDA AVE NW, WASHINGTON, DC 20001",DC,high
dc_396,"3218 PENNSYLVANIA AVE SE, WASHINGTON, DC 20020",DC,high
dc_397,"3220 CONNECTICUT AVE NW, WASHINGTON, DC",DC,medium
dc_398,"3222 M ST NW, WASHINGTON, DC 20007",DC,high
dc_399,"3248 N ST NW, WASHINGTON, DC 20007",DC,high
dc_400,"325 7TH ST NW, WASHINGTON, DC 20004",DC,high
dc_401,"325 P ST SW, WASHINGTON, DC 20024",DC,high
dc_402,"3250 N ST NW, WASHINGTON, DC 20007",DC,high
dc_403,"3254 M ST NW, WASHINGTON, DC 20007",DC,high
dc_404,3270 M ST NW,DC,medium
dc_405,"330 PENNSYLVANIA AVE SE, WASHINGTON, DC 20003",DC,high
dc_406,"3300 BENNING RD NE, WASHINGTON, DC 20019",DC,high
dc_407,"3307 14TH ST NW FLOOR 1, WASHINGTON, DC 20010",DC,high
dc_408,"3317 9TH ST NE, WASHINGTON, DC 20017",DC,high
dc_409,"3320 N ST NW, WASHINGTON, DC 20007",DC,high
dc_410,"3330 NEW YORK AVE NE, WASHINGTON, DC 20002",DC,high
dc_411,"3333 - 3323 WISCONSIN AVE NW, WASHINGTON, DC 20016",DC,high
dc_412,"3355 BAKER ST NE, WASHINGTON, DC 20019",DC,high
dc_413,"3355 BENNING RD NE, WASHINGTON, DC 20019",DC,high
dc_414,"3375 MINNESOTA AVE SE, WASHINGTON, DC 20019",DC,high
dc_415,"3402 22ND ST SE, WASHINGTON, DC 20020",DC,high
dc_416,"3470 23RD ST SE, WASHINGTON, DC 20020",DC,high
dc_417,"3500 R ST NW, WASHINGTON, DC 20007",DC,high
dc_418,"3501 RITTENHOUSE ST NW, WASHINGTON, DC 20015",DC,high
dc_419,"3502 JOHN MCCORMACK RD NE, WASHINGTON, DC 20064",DC,high
dc_420,"3520 VAN NESS ST NW, WASHINGTON, DC 20008",DC,high
dc_421,"355 E ST SW, WASHINGTON, DC 20024",DC,high
dc_422,"3600 NEW YORK AVE NE, WASHINGTON, DC 20002",DC,high
dc_423,3606 JOHN MCCORMACK DR NE,DC,medium
dc_424,"3620 16TH ST NW, WASHINGTON, DC 20010",DC,high
dc_425,"3621 BENNING RD NE, WASHINGTON, DC 20019",DC,high
dc_426,"3633 EVERETT ST NW, WASHINGTON, DC 20008",DC,high
dc_427,"3675 ELY PL SE, WASHINGTON, DC 20019",DC,high
dc_428,"3700 9TH ST SE, WASHINGTON, DC 20032",DC,high
dc_429,"3700 O ST NW, WASHINGTON, DC 20057",DC,high
dc_430,"3701 12TH ST NE, WASHINGTON, DC 20017",DC,high
dc_431,"3701 MASSACHUSETTS AVE NW, WASHINGTON, DC 20016",DC,high
dc_432,"3703 COMMODORE JOSHUA BARNEY DR NE, WASHINGTON, DC 20018",DC,high
dc_433,"3703 HANSBERRY CT NE, WASHINGTON, DC 20018",DC,high
dc_434,"3710 MINNESOTA AVE NE, WASHINGTON, DC 20019",DC,high
dc_435,"3726 CONNECTICUT AVE NW, WASHINGTON, DC 20008",DC,high
dc_436,"3726 MARTIN LUTHER KING JR AVE SE, WASHINGTON, DC 20032",DC,high
dc_437,"3733 - 3743 D ST SE, WASHINGTON, DC 20019",DC,high
dc_438,"3733 D ST SE, WASHINGTON, DC 20019",DC,high
dc_439,"375 E ST SW, WASHINGTON, DC 20024",DC,high
dc_440,"3750 FOOTE ST NE, WASHINGTON, DC 20019",DC,high
dc_441,"3750 JAMISON ST NE, WASHINGTON, DC 20018",DC,high
dc_442,"3800 RESEVOIR RD NW, WASHINGTON, DC",DC,medium
dc_443,"3801 CONNECTICUT AVE NW, WASHINGTON, DC 20008",DC,high
dc_444,"3825 ALABAMA AVE SE, WASHINGTON, DC 20020",DC,high
dc_445,"3828 GEORGIA AVE NW, WASHINGTON, DC 20011",DC,high
dc_446,"3830 GEORGIA AVE NW, WASHINGTON, DC 20011",DC,high
dc_447,"3850 SOUTH CAPITOL ST SE, WASHINGTON, DC",DC,medium
dc_448,"391 MICHIGAN AVE NE, WASHINGTON, DC 20017",DC,high
dc_449,"3927 - 3959 PENNSYLVANIA AVE SE, WASHINGTON, DC 20020",DC,high
dc_450,"3999 8TH ST SE, WASHINGTON, DC 20032",DC,high
dc_451,"4 NEW YORK AVE NE, WASHINGTON, DC",DC,medium
dc_452,"400 7TH ST SW, WASHINGTON, DC 20590",DC,high
dc_453,"400 GALLOWAY ST NE, WASHINGTON, DC 20011",DC,high
dc_454,"400 NORTH CAPITOL ST NW, WASHINGTON, DC 20001",DC,high
dc_455,"400 RHODE ISLAND AVE NE, WASHINGTON, DC 20002",DC,high
dc_456,"4000 WISCONSIN AVE NW, WASHINGTON, DC 20016",DC,high
dc_457,"407 DELAFIELD PL NW, WASHINGTON, DC 20011",DC,high
dc_458,"410 E ST NE, WASHINGTON, DC 20002",DC,high
dc_459,"410 EASTERN AVE NE, WASHINGTON, DC 20019",DC,high
dc_460,"410 M ST SE, WASHINGTON, DC 20003",DC,high
dc_461,"4101 13TH PL NE, WASHINGTON, DC 20017",DC,high
dc_462,"4101 W ST NW, WASHINGTON, DC 20007",DC,high
dc_463,"4105 BRANDYWINE ST NW, WASHINGTON, DC 20016",DC,high
dc_464,"4140 GEORGIA AVE NW, WASHINGTON, DC 20011",DC,high
dc_465,"415 2ND ST NE, WASHINGTON, DC 20002",DC,high
dc_466,"415 L ST NW, WASHINGTON, DC 20001",DC,high
dc_467,"4161 SOUTH CAPITOL ST SW, WASHINGTON, DC 20032",DC,high
dc_468,"420 RHODE ISLAND AVE NW, WASHINGTON, DC 20001",DC,high
dc_469,"4200 CATHEDRAL AVE NW 00001, WASHINGTON, DC 20016",DC,high
dc_470,"4200 CONNECTICUT AVE NW, WASHINGTON, DC 20008",DC,high
dc_471,"4200 MASSACHUSETTS AVE NW, WASHINGTON, DC 20016",DC,high
dc_472,"4211 MATHEWSON DR NW, WASHINGTON, DC 20011",DC,high
dc_473,"4212 EAST CAPITOL ST NE, WASHINGTON, DC 20019",DC,high
dc_474,"424 19TH ST NE, WASHINGTON, DC 20002",DC,high
dc_475,"4240 MASSACHUSETTS AVE SE, WASHINGTON, DC 20019",DC,high
dc_476,"425 MASSACHUSETTS AVE NW, WASHINGTON, DC 20001",DC,high
dc_477,"4250 - 4256 EAST CAPITOL ST NE, WASHINGTON, DC 20019",DC,high
dc_478,"4250 CONNECTICUT AVE NW, WASHINGTON, DC 20008",DC,high
dc_479,"4254 EAST CAPITOL ST NE, WASHINGTON, DC 20019",DC,high
dc_480,"429 O ST NW, WASHINGTON, DC 20001",DC,high
dc_481,"430 E ST NE, WASHINGTON, DC 20002",DC,high
dc_482,"4300 13TH ST NW, WASHINGTON, DC 20011",DC,high
dc_483,"4300 NEBRASKA AVE NW, WASHINGTON, DC 20016",DC,high
dc_484,"4301 CONNECTICUT AVE NW, WASHINGTON, DC 20008",DC,high
dc_485,"4321 DEANE AVE NE, WASHINGTON, DC",DC,medium
dc_486,"4321 NANNIE HELEN BURROUGHS AVE NE, WASHINGTON, DC 20019",DC,high
dc_487,"4330 42ND ST NW, WASHINGTON, DC 20016",DC,high
dc_488,"437 NEW YORK AVE NW 1001, WASHINGTON, DC 20001",DC,high
dc_489,"440 1ST ST NW, WASHINGTON, DC 20001",DC,high
dc_490,"440 L ST NW, WASHINGTON, DC 20001",DC,high
dc_491,"440 RHODE ISLAND AVE NW, WASHINGTON, DC 20001",DC,high
dc_492,"4400 IOWA AVE NW, WASHINGTON, DC 20011",DC,high
dc_493,"4401 CONNECTICUT AVE NW, WASHINGTON, DC 20008",DC,high
dc_494,"441 4TH ST NW, WASHINGTON, DC 20001",DC,high
dc_495,"4425 NANNIE HELEN BURROUGHS AVE NE, WASHINGTON, DC 20019",DC,high
dc_496,"4501 14TH ST NW, WASHINGTON, DC 20011",DC,high
dc_497,4501 7TH ST NW,DC,medium
dc_498,"4501 BENNING RD NE, WASHINGTON, DC 20019",DC,high
dc_499,"4501 KANSAS AVE NW, WASHINGTON, DC 20011",DC,high
dc_500,"4520 12TH ST NE, WASHINGTON, DC 20017",DC,high
dc_501,"4530 WISCONSIN AVE NW, WASHINGTON, DC 20016",DC,high
dc_502,"4540 FESSENDEN ST NW, WASHINGTON, DC 20016",DC,high
dc_503,"4606 16TH ST NW, WASHINGTON, DC",DC,medium
dc_504,"4614 LIVINGSTON RD SE, WASHINGTON, DC 20032",DC,high
dc_505,"4623 41ST ST NW, WASHINGTON, DC",DC,medium
dc_506,4634 LIVINGSTON RD SE,DC,medium
dc_507,"4650 BENNING RD SE, WASHINGTON, DC 20019",DC,high
dc_508,"4651 NANNIE HELEN BURROUGHS AVE NE, WASHINGTON, DC 20019",DC,high
dc_509,"468 K ST NW, WASHINGTON, DC 20001",DC,high
dc_510,"4700 SOUTH CAPITOL ST SE, WASHINGTON, DC 20032",DC,high
dc_511,"475 SCHOOL ST SW, WASHINGTON, DC 20024",DC,high
dc_512,"4759 RESERVOIR RD NW, WASHINGTON, DC 20007",DC,high
dc_513,"4800 EAST CAPITOL ST NE, WASHINGTON, DC 20019",DC,high
dc_514,4808 ALABAMA AVE SE,DC,medium
dc_515,"4812 MACARTHUR BLVD NW, WASHINGTON, DC 20007",DC,high
dc_516,"4835 MACARTHUR BLVD NW, WASHINGTON, DC 20007",DC,high
dc_517,"4900 WISCONSIN AVE NW, WASHINGTON, DC 20016",DC,high
dc_518,"4925 EAST CAPITOL ST SE, WASHINGTON, DC 20019",DC,high
dc_519,"4975 SOUTH DAKOTA AVE NE, WASHINGTON, DC 20017",DC,high
dc_520,"499 SOUTH CAPITOL ST SW, WASHINGTON, DC 20003",DC,high
dc_521,"50 49TH ST SE 101, WASHINGTON, DC 20019",DC,high
dc_522,"500 17TH ST NW, WASHINGTON, DC 20006",DC,high
dc_523,"500 C ST SW, WASHINGTON, DC 20024",DC,high
dc_524,"500 INDIANA AVE NW, WASHINGTON, DC 20001",DC,high
dc_525,"5000 OVERLOOK AVE SW, WASHINGTON, DC 20032",DC,high
dc_526,"501 NEW YORK AVE NE, WASHINGTON, DC 20002",DC,high
dc_527,"501 RIGGS RD NE, WASHINGTON, DC 20011",DC,high
dc_528,"5013 JAY ST NE, WASHINGTON, DC 20019",DC,high
dc_529,"5015 JAY ST NE, WASHINGTON, DC",DC,medium
dc_530,"5025 GLENBROOK TER NW, WASHINGTON, DC 20016",DC,high
dc_531,"5025 SHERIER PL NW, WASHINGTON, DC 20016",DC,high
dc_532,"5030 CONNECTICUT AVE NW, WASHINGTON, DC 20008",DC,high
dc_533,"504 10TH ST NW ROOF, WASHINGTON, DC 20004",DC,high
dc_534,507 FERN PL NW,DC,medium
dc_535,"508 REGENT PL NE, WASHINGTON, DC 20017",DC,high
dc_536,51 N ST NE,DC,medium
dc_537,"51 RANDOLPH PL NW 101, WASHINGTON, DC 20001",DC,high
dc_538,"5119 4TH ST NW, WASHINGTON, DC 20011",DC,high
dc_539,"5125 - 5129 MACARTHUR BLVD NW, WASHINGTON, DC 20016",DC,high
dc_540,5125 MACARTHUR BLVD NW,DC,medium
dc_541,"5135 ROCKWOOD PKWY NW, WASHINGTON, DC 20016",DC,high
dc_542,"515 REGENT PL NE, WASHINGTON, DC 20017",DC,high
dc_543,"516 A ST NE, WASHINGTON, DC 20002",DC,high
dc_544,"517 16TH ST NE, WASHINGTON, DC 20002",DC,high
dc_545,"5185 MACARTHUR BLVD NW, WASHINGTON, DC 20016",DC,high
dc_546,"5200 2ND ST NW, WASHINGTON, DC 20011",DC,high
dc_547,"5200 CATHEDRAL AVE NW, WASHINGTON, DC 20016",DC,high
dc_548,"5210 3RD ST NE, WASHINGTON, DC 20011",DC,high
dc_549,"5210 SOUTH DAKOTA AVE NE, WASHINGTON, DC 20011",DC,high
dc_550,"5233 CONNECTICUT AVE NW, WASHINGTON, DC 20015",DC,high
dc_551,525 23 ST NW,DC,medium
dc_552,"525 G ST SE, WASHINGTON, DC 20003",DC,high
dc_553,"525 T ST NW, WASHINGTON, DC 20001",DC,high
dc_554,"5252 WISCONSIN AVE NW, WASHINGTON, DC 20015",DC,high
dc_555,"5255 LOUGHBORO RD NW, WASHINGTON, DC 20016",DC,high
dc_556,"5257 NEBRASKA AVE NW, WASHINGTON, DC 20015",DC,high
dc_557,"5323 CONNECTICUT AVE NW, WASHINGTON, DC 20015",DC,high
dc_558,"5335 WISCONSIN AVE NW C-1, WASHINGTON, DC 20015",DC,high
dc_559,"5337 WISCONSIN AVE NW, WASHINGTON, DC 20015",DC,high
dc_560,"5415 CONNECTICUT AVE NW, WASHINGTON, DC 20015",DC,high
dc_561,"5420 NEW HAMPSHIRE AVE NW, WASHINGTON, DC 20011",DC,high
dc_562,"55 M ST NW 101, WASHINGTON, DC 20001",DC,high
dc_563,"55 M ST SE, WASHINGTON, DC 20003",DC,high
dc_564,"5501 COLORADO AVE NW, WASHINGTON, DC 20011",DC,high
dc_565,"5503 CENTRAL AVE SE, WASHINGTON, DC 20019",DC,high
dc_566,"5505 5TH ST NW, WASHINGTON, DC 20011",DC,high
dc_567,"5521 COLORADO AVE NW, WASHINGTON, DC 20011",DC,high
dc_568,"5521 CONNECTICUT AVE NW, WASHINGTON, DC 20015",DC,high
dc_569,"5543 SOUTH DAKOTA AVE NE, WASHINGTON, DC 20011",DC,high
dc_570,"555 12TH ST NW, WASHINGTON, DC 20004",DC,high
dc_571,"555 13TH ST NW, WASHINGTON, DC 20004",DC,high
dc_572,"5600 EAST CAPITOL ST NE, WASHINGTON, DC 20019",DC,high
dc_573,"5625 CONNECTICUT AVE NW, WASHINGTON, DC 20015",DC,high
dc_574,"5671 WESTERN AVE NW, WASHINGTON, DC 20015",DC,high
dc_575,"5733 NEBRASKA AVE NW, WASHINGTON, DC 20015",DC,high
dc_576,"5815 14TH ST NW, WASHINGTON, DC 20011",DC,high
dc_577,"6 DC VILLAGE LN SW, WASHINGTON, DC 20032",DC,high
dc_578,"60 L ST NE, WASHINGTON, DC 20002",DC,high
dc_579,"600 INDEPENDENCE AVE SW, WASHINGTON, DC 20597",DC,high
dc_580,"600 PARKSIDE PL NE, WASHINGTON, DC 20019",DC,high
dc_581,"600 PENNSYLVANIA AVE SE, WASHINGTON, DC 20003",DC,high
dc_582,"6000 GEORGIA AVE NW, WASHINGTON, DC 20011",DC,high
dc_583,"6001 13TH ST NW, WASHINGTON, DC 20011",DC,high
dc_584,6008 GEORGIA AVE NW,DC,medium
dc_585,"601 B T ST NE, WASHINGTON, DC 20002",DC,high
dc_586,"601 EDGEWOOD ST NE, WASHINGTON, DC",DC,medium
dc_587,"601 F ST NW, WASHINGTON, DC 20001",DC,high
dc_588,"601 I ST NW ROOF, WASHINGTON, DC 20001",DC,high
dc_589,"601 MASSACHUSETTS AVE NW, WASHINGTON, DC 20001",DC,high
dc_590,"601 NEW HAMPSHIRE AVE NW, WASHINGTON, DC 20037",DC,high
dc_591,"601 NEW JERSEY AVE NW 600, WASHINGTON, DC 20001",DC,high
dc_592,601 PENNSYLVANIA AVE NW,DC,medium
dc_593,"6010 GEORGIA AVE NW, WASHINGTON, DC 20011",DC,high
dc_594,"607 NEW YORK AVE NW, WASHINGTON, DC 20001",DC,high
dc_595,"610 IRVING ST NW, WASHINGTON, DC 20010",DC,high
dc_596,"6123 8TH ST NW, WASHINGTON, DC 20011",DC,high
dc_597,"6142 30TH ST NW, WASHINGTON, DC 20015",DC,high
dc_598,"616 E ST NW 1001, WASHINGTON, DC 20004",DC,high
dc_599,"616 H ST NW, WASHINGTON, DC 20001",DC,high
dc_600,"6200 1/2 OREGON AVE NW, WASHINGTON, DC 20015",DC,high
dc_601,"6200 2ND ST NW, WASHINGTON, DC 20011",DC,high
dc_602,"6200 OREGON AVE NW, WASHINGTON, DC 20015",DC,high
dc_603,"621 HARVARD ST NW, WASHINGTON, DC 20001",DC,high
dc_604,"625 INDIANA AVE NW, WASHINGTON, DC 20004",DC,high
dc_605,"631 H ST NW, WASHINGTON, DC 20001",DC,high
dc_606,"6315 5TH ST NW, WASHINGTON, DC 20012",DC,high
dc_607,"6350 GEORGIA AVE NW, WASHINGTON, DC 20011",DC,high
dc_608,"640 SOUTH CAPITOL ST SE, WASHINGTON, DC 20003",DC,high
dc_609,"6419 GEORGIA AVE NW, WASHINGTON, DC 20012",DC,high
dc_610,"650 ANACOSTIA AVE NE, WASHINGTON, DC 20019",DC,high
dc_611,"655 K ST NW, WASHINGTON, DC 20001",DC,high
dc_612,"6665 32ND PL NW, WASHINGTON, DC 20015",DC,high
dc_613,"675 H ST NW, WASHINGTON, DC 20001",DC,high
dc_614,"6817 GEORGIA AVE NW, WASHINGTON, DC 20012",DC,high
dc_615,"700 12TH ST NW, WASHINGTON, DC 20005",DC,high
dc_616,"700 6TH ST NW, WASHINGTON, DC 20001",DC,high
dc_617,"700 CONSTITUTION AVE NE, WASHINGTON, DC 20002",DC,high
dc_618,"701 - 709 LAMONT ST NW, WASHINGTON, DC 20010",DC,high
dc_619,"701 - 713 LAMONT ST NW 10, WASHINGTON, DC",DC,medium
dc_620,"701 NEW YORK AVE NE, WASHINGTON, DC 20242",DC,high
dc_621,"7049 31ST ST NW, WASHINGTON, DC 20015",DC,high
dc_622,"710 21ST ST NW, WASHINGTON, DC 20052",DC,high
dc_623,"715 6TH ST NW, WASHINGTON, DC 20001",DC,high
dc_624,"716 20TH ST NW, WASHINGTON, DC 20052",DC,high
dc_625,"721 D ST SE, WASHINGTON, DC 20003",DC,high
dc_626,"725 BUCHANAN ST NE, WASHINGTON, DC 20017",DC,high
dc_627,"730 12TH ST NW, WASHINGTON, DC 20005",DC,high
dc_628,"730 MARIETTA PL NW, WASHINGTON, DC 20011",DC,high
dc_629,"740 6TH ST NW, WASHINGTON, DC 20001",DC,high
dc_630,"7401 GEORGIA AVE NW, WASHINGTON, DC 20012",DC,high
dc_631,"743 GRESHAM PL NW, WASHINGTON, DC 20001",DC,high
dc_632,"750 18TH ST NE, WASHINGTON, DC 20002",DC,high
dc_633,"7611 GEORGIA AVE NW, WASHINGTON, DC 20012",DC,high
dc_634,"77 P ST NW, WASHINGTON, DC 20001",DC,high
dc_635,800 21ST ST NW,DC,medium
dc_636,"800 22ND ST NW, WASHINGTON, DC 20052",DC,high
dc_637,"800 EUCLID ST NW, WASHINGTON, DC 20001",DC,high
dc_638,"801 - 402 PENNSYLVANIA AVE SE, WASHINGTON, DC 20003",DC,high
dc_639,"801 22ND ST NW, WASHINGTON, DC 20037",DC,high
dc_640,"801 PENNSYLVANIA AVE NW 01001, WASHINGTON, DC 20004",DC,high
dc_641,801 PENNSYLVANIA AVE SE,DC,medium
dc_642,"801 RHODE ISLAND AVE NE, WASHINGTON, DC 20018",DC,high
dc_643,"804 48TH PL NE, WASHINGTON, DC 20019",DC,high
dc_644,"804 H ST NE, WASHINGTON, DC 20002",DC,high
dc_645,"806 HILLTOP TER SE, WASHINGTON, DC 20019",DC,high
dc_646,"808 BLADENSBURG RD NE, WASHINGTON, DC 20002",DC,high
dc_647,"811 OTIS PL NW, WASHINGTON, DC 20010",DC,high
dc_648,"814 BLADENSBURG RD NE, WASHINGTON, DC 20002",DC,high
dc_649,"815 CONNECTICUT AVE NW, WASHINGTON, DC 20006",DC,high
dc_650,"819 7TH ST NW 1, WASHINGTON, DC 20001",DC,high
dc_651,"829 QUINCY ST NW, WASHINGTON, DC 20011",DC,high
dc_652,"850 QUINCY ST NW ROOF, WASHINGTON, DC 20010",DC,high
dc_653,"870 9TH ST NW, WASHINGTON, DC 20001",DC,high
dc_654,"875 N ST NW, WASHINGTON, DC 20001",DC,high
dc_655,"888 1ST ST NE, WASHINGTON, DC 20002",DC,high
dc_656,"900 - 908 F ST NW, WASHINGTON, DC 20004",DC,high
dc_657,"900 23RD ST NW, WASHINGTON, DC 20037",DC,high
dc_658,"901 6TH ST SW, WASHINGTON, DC 20024",DC,high
dc_659,"901 H ST NE, WASHINGTON, DC 20002",DC,high
dc_660,"901 K ST NW, WASHINGTON, DC 20001",DC,high
dc_661,905 6TH ST SW,DC,medium
dc_662,"911 6TH ST SW, WASHINGTON, DC 20024",DC,high
dc_663,"911 CRITTENDEN ST NW, WASHINGTON, DC 20011",DC,high
dc_664,"918 16TH ST NW, WASHINGTON, DC 20006",DC,high
dc_665,"919 18TH ST NW, WASHINGTON, DC 20006",DC,high
dc_666,"923 15TH ST NW, WASHINGTON, DC 20005",DC,high
dc_667,"926 GALLATIN ST NW ROOF, WASHINGTON, DC 20011",DC,high
dc_668,"930 FARRAGUT ST NW, WASHINGTON, DC 20011",DC,high
dc_669,"95 M ST SW, WASHINGTON, DC 20024",DC,high
dc_670,"955 L'ENFANT PLZ SW, WASHINGTON, DC 20024",DC,high
dc_671,"96 55TH ST SE, WASHINGTON, DC 20019",DC,high
dc_672,"99 NEW YORK AVE NE, WASHINGTON, DC 20002",DC,high
dc_673,"999 E ST NW, WASHINGTON, DC 20463",DC,high
dc_674,"999 NORTH CAPITOL ST NE, WASHINGTON, DC 20002",DC,high
